gstin,company_name,state_code,state_name,industry,size_type,annual_turnover,registration_date,years_old,address_id,is_fraud,fraud_type
33VCJUF1440V5ZH,"Chaudry, Mitra and Saini",33,Tamil Nadu,Textile,medium,906921575.02,2016-05-22,10,1147,1,fake_itc
17DAGJY6005U3Z5,Puri LLC,17,Meghalaya,Automobile,medium,187832891.69,2012-05-23,14,1413,0,none
22OFLJQ7093L7Z3,Ratta-Raju,22,Chhattisgarh,Steel,small,47413928.09,2001-05-26,25,147,0,none
36ZMUXI2023S8ZI,Nayak and Sons,36,Telangana,Agriculture,small,37866065.92,2019-05-22,7,634,0,none
27QLBRA5859N2ZL,"Borah, Sankaran and Sinha",27,Maharashtra,Pharmaceuticals,medium,894946009.51,2003-05-26,23,1678,1,shell_company
23DSHGD7439V5ZU,Chanda-Amble,23,Madhya Pradesh,Pharmaceuticals,small,22726076.63,2022-05-21,4,1337,0,none
05EUGCT4287R3Z2,"Khatri, Bali and Chakrabarti",05,Uttarakhand,Electronics,large,9783722023.07,2016-05-22,10,700,0,none
22THURV1145K4ZO,"Doshi, Maharaj and Dave",22,Chhattisgarh,IT Services,small,28132689.22,2014-05-23,12,1676,1,fake_itc
07AQKLN1191Y1Z6,"Dixit, Ray and Jhaveri",07,Delhi,Agriculture,small,32847888.6,2003-05-26,23,820,1,circular_trading
09INZGB5336L2Z4,Garde-Devan,09,Uttar Pradesh,IT Services,small,31074015.18,2003-05-26,23,708,0,none
02GWTZQ3895Z3ZB,Kumar LLC,02,Himachal Pradesh,Jewellery,small,14978051.4,2017-05-22,9,1235,0,none
03ENBCL6895I3ZL,"Upadhyay, Dua and Kari",03,Punjab,Fertilizers,small,32510056.94,2018-05-22,8,687,1,fake_itc
22NLWEY9884H1ZR,"Bakshi, Babu and Nayar",22,Chhattisgarh,Agriculture,small,29243663.3,2005-05-25,21,1621,0,none
33HLQJH8151V2ZA,Chakraborty-Raman,33,Tamil Nadu,Agriculture,medium,771054951.87,2002-05-26,24,713,0,none
04EDXPW3210M6ZX,Sahota Group,04,Chandigarh,Plastics,medium,454686670.19,2018-05-22,8,456,0,none
01BRVVF5803J1Z3,Rajagopal-Ahuja,01,Jammu & Kashmir,Jewellery,small,21359680.62,2001-05-26,25,586,0,none
33CYZXZ3915X7ZJ,Pathak-Radhakrishnan,33,Tamil Nadu,Jewellery,small,23946434.0,2001-05-26,25,1434,1,circular_trading
04RDVLV4334J1ZZ,Boase Ltd,04,Chandigarh,Automobile,small,18334840.84,2018-05-22,8,803,0,none
04LCKVL3281S7ZJ,Modi Group,04,Chandigarh,Construction,small,22308567.14,2016-05-22,10,1879,0,none
06NIIEN9524J2Z5,"Sarna, Yohannan and Butala",06,Haryana,Automobile,medium,443974144.4,2018-05-22,8,1927,0,none
02DYYYM7027K1ZN,Verma LLC,02,Himachal Pradesh,Agriculture,medium,790909394.8,2008-05-24,18,205,0,none
14RURXP8666M2Z6,"Swaminathan, Wason and Tripathi",14,Manipur,Trading,small,39844590.13,2013-05-23,13,1012,0,none
13ANYWX3708G3ZS,Dash and Sons,13,Nagaland,Chemicals,medium,434502808.52,2008-05-24,18,295,0,none
16CQQCF3994H1ZY,Dara-Goswami,16,Tripura,Pharmaceuticals,large,5480728507.98,2010-05-24,16,1014,0,none
27EUFJL0264W8ZH,Tank-Om,27,Maharashtra,Paper,small,9508238.73,2017-05-22,9,809,1,sudden_spike
04YRZVG9783O3ZR,Trivedi Inc,04,Chandigarh,IT Services,large,5098630382.67,2006-05-25,20,555,0,none
18SECUQ0599P9ZE,Bhakta-Grewal,18,Assam,Construction,small,38531327.37,2019-05-22,7,1006,0,none
01FGDKK4386V1Z8,"Lata, Bhat and Jha",01,Jammu & Kashmir,Agriculture,small,11564079.48,2023-05-21,3,1387,0,none
13BORHQ9370B4ZA,"Chawla, Dubey and Mann",13,Nagaland,Cement,small,12219672.52,2014-05-23,12,1419,1,shell_company
21TYBHG9046V2ZM,Badami and Sons,21,Odisha,Textile,small,15636608.31,2013-05-23,13,716,0,none
07OKQTV0775A6Z4,Dada Ltd,07,Delhi,IT Services,small,36037278.43,2004-05-25,22,993,0,none
12NZUWE7248R3Z3,Gopal Inc,12,Arunachal Pradesh,Construction,medium,768522345.05,2015-05-23,11,1698,1,sudden_spike
09RIXXW6379G1ZH,Reddy Group,09,Uttar Pradesh,Agriculture,small,38786390.88,2021-05-21,5,1434,0,none
12ULNVJ6440D3Z7,"Bhasin, Bhatti and Thakkar",12,Arunachal Pradesh,Electronics,small,23017333.73,2012-05-23,14,1199,0,none
14FCLFY9535H7ZV,Konda-Padmanabhan,14,Manipur,Cement,medium,651085111.53,2024-05-20,2,123,0,none
29CRVGF9462K7ZL,Radhakrishnan LLC,29,Karnataka,Steel,small,11328948.7,2018-05-22,8,758,0,none
15CUAZM6825A7Z6,"Nigam, Rai and Savant",15,Mizoram,Food Processing,medium,778192734.92,2009-05-24,17,1614,0,none
22RLDGK7378V1Z4,"Buch, Nagarajan and Tank",22,Chhattisgarh,Plastics,small,4671225.0,2005-05-25,21,61,0,none
01TRKOL3299S4ZR,Suresh Ltd,01,Jammu & Kashmir,Jewellery,large,9280586619.97,2005-05-25,21,833,0,none
23RYJQV2349A2ZP,Bajwa LLC,23,Madhya Pradesh,Food Processing,small,11116932.16,2019-05-22,7,467,0,none
36KENLZ0050K1ZN,Shah-Edwin,36,Telangana,IT Services,small,8998536.89,2021-05-21,5,1473,0,none
20INADX5896V7Z7,Dutta-Mukherjee,20,Jharkhand,Construction,small,41039378.43,2007-05-25,19,1797,0,none
10UQMJL1862M8Z1,Venkataraman and Sons,10,Bihar,Plastics,small,11971371.67,2009-05-24,17,54,1,fake_itc
24MMGNL4882Q6ZB,"Pillay, Swaminathan and Mitter",24,Gujarat,Fertilizers,medium,403416469.61,2009-05-24,17,924,1,circular_trading
01HXTUG5359U5ZL,Ghose Ltd,01,Jammu & Kashmir,Steel,small,13203499.74,2024-05-20,2,1114,0,none
02JHUVP7752D9Z1,Dutt-Sundaram,02,Himachal Pradesh,Pharmaceuticals,small,36343681.74,2008-05-24,18,753,0,none
29SFORS5337N1ZB,"Yohannan, Gopal and Goswami",29,Karnataka,IT Services,small,30319073.03,2020-05-21,6,491,0,none
20ZTITW8596V4Z6,Dhar and Sons,20,Jharkhand,Textile,small,46631840.67,2002-05-26,24,842,0,none
08GUQYR4077O9ZD,Raja PLC,08,Rajasthan,Jewellery,medium,717471703.1,2005-05-25,21,513,0,none
12UPJEG1552S3ZG,Chaudhry-Sidhu,12,Arunachal Pradesh,Fertilizers,small,39187921.66,2007-05-25,19,82,1,fake_itc
12NMTKP2352C7ZU,Sura-Bhandari,12,Arunachal Pradesh,Coal,small,33771638.21,2023-05-21,3,1844,0,none
18RTZUS0411F5Z1,Sami-Ranganathan,18,Assam,Automobile,small,38857070.69,2024-05-20,2,1859,0,none
27TQMTI2433G7ZB,Gokhale and Sons,27,Maharashtra,Construction,medium,155650201.49,2021-05-21,5,1386,0,none
23EILJH6982I2Z8,"Vaidya, Badal and More",23,Madhya Pradesh,Jewellery,small,21731639.69,2023-05-21,3,417,0,none
23ETYUX8501H8ZH,"Sengupta, Zacharia and Master",23,Madhya Pradesh,Textile,small,2540503.73,2014-05-23,12,337,0,none
07FPALZ1491G8ZU,Malhotra Inc,07,Delhi,Steel,small,18508805.0,2022-05-21,4,800,0,none
37TVWLB3169O8ZH,Lanka Group,37,Andhra Pradesh,Plastics,small,17162885.05,2019-05-22,7,1990,0,none
07NPKQX5370X2ZK,Gandhi-Gera,07,Delhi,Construction,medium,784211546.42,2004-05-25,22,1927,0,none
23RADQV6826X9Z3,Soman Ltd,23,Madhya Pradesh,Trading,medium,405967944.21,2005-05-25,21,626,0,none
02WYNIY2827U5ZL,Dugar-Vaidya,02,Himachal Pradesh,Fertilizers,small,24446304.56,2010-05-24,16,695,1,shell_company
14LFNKN3367E5ZF,Bakshi-Lall,14,Manipur,Automobile,medium,514004128.01,2002-05-26,24,386,0,none
29EKHBC6359Y3ZB,"Walla, Natt and Anand",29,Karnataka,Fertilizers,small,24443279.95,2016-05-22,10,731,1,fake_itc
20PODIZ5822Q3Z1,Behl Group,20,Jharkhand,Electronics,small,48157956.24,2020-05-21,6,304,0,none
22XLAOJ9471C3ZJ,Sibal-Rajagopal,22,Chhattisgarh,Jewellery,small,15940576.15,2013-05-23,13,945,0,none
14UVYSX4929U7Z5,"Kapadia, Subramanian and Gaba",14,Manipur,Pharmaceuticals,small,4303201.59,2019-05-22,7,97,0,none
03VOXYJ7373Q9ZI,"Sha, Sarraf and Tandon",03,Punjab,Agriculture,medium,577850128.28,2001-05-26,25,1409,1,circular_trading
07LZMUV6939U7ZG,Solanki and Sons,07,Delhi,Electronics,medium,849837648.34,2003-05-26,23,1120,0,none
03NMIUT3516N3ZP,"Panchal, Bhatnagar and Tiwari",03,Punjab,Automobile,small,4737462.34,2011-05-24,15,1327,0,none
15BJCWZ8700A5Z5,"Balakrishnan, Comar and Arya",15,Mizoram,Electronics,medium,92331146.91,2007-05-25,19,1343,0,none
11XNUAB9989C5Z1,Manda-Desai,11,Sikkim,Automobile,small,8803019.33,2007-05-25,19,1763,0,none
15QEMZF9491I8ZA,Dhawan Ltd,15,Mizoram,Electronics,small,2864176.18,2021-05-21,5,759,0,none
36KSXEQ4583B2ZO,"Chand, Nagar and Singh",36,Telangana,Trading,medium,288899243.84,2021-05-21,5,1044,1,shell_company
32MFDPK1500D7Z7,Nagi-Garde,32,Kerala,Agriculture,small,5312266.78,2019-05-22,7,1516,1,fake_itc
12YELMX2557E5ZV,"Narang, Agarwal and Balakrishnan",12,Arunachal Pradesh,Steel,small,27621478.36,2006-05-25,20,1483,0,none
07FDMFD5621W8ZU,"Comar, Kata and Mitter",07,Delhi,Trading,medium,887690160.08,2023-05-21,3,968,1,fake_itc
02JIUAY6431D4Z0,Mann Inc,02,Himachal Pradesh,Pharmaceuticals,small,42788136.9,2010-05-24,16,1485,1,fake_itc
21HPDRA4084S7Z5,Doshi Ltd,21,Odisha,Jewellery,small,20369373.05,2002-05-26,24,22,0,none
01HUIZI6182G8ZN,"Soman, Sule and Naik",01,Jammu & Kashmir,Food Processing,medium,703801771.97,2013-05-23,13,1790,0,none
12FDIOM9119K2ZS,Memon Ltd,12,Arunachal Pradesh,Construction,small,46377263.98,2012-05-23,14,96,0,none
02PUZSN2391P1Z6,"Sibal, Natarajan and Gole",02,Himachal Pradesh,Jewellery,small,39655411.02,2018-05-22,8,1248,0,none
16ALGBZ4534Z3Z1,Chowdhury-Sankar,16,Tripura,Construction,small,8065177.42,2010-05-24,16,815,0,none
03ASOPG5067T5ZB,Tailor PLC,03,Punjab,Agriculture,medium,989206351.37,2024-05-20,2,672,0,none
29CPPKB9471A7ZE,Mand-Sodhi,29,Karnataka,Textile,small,4793471.33,2004-05-25,22,1579,1,shell_company
20CUZQJ4504X5ZA,"Kadakia, Shere and Wagle",20,Jharkhand,Fertilizers,small,23187981.85,2016-05-22,10,1346,0,none
07BRDTH9742H9ZI,Mukhopadhyay Group,07,Delhi,Fertilizers,small,42524541.78,2008-05-24,18,1711,0,none
15ZBLWW5477V8ZW,Toor PLC,15,Mizoram,Coal,small,49936540.92,2022-05-21,4,1120,1,missing_returns
15VQRBL6345U2ZY,"Bhatia, Mallick and Baral",15,Mizoram,Agriculture,small,37677442.48,2008-05-24,18,403,0,none
32ATQYE4406P3Z6,Dutt and Sons,32,Kerala,Construction,medium,612595500.39,2012-05-23,14,626,0,none
23CWENR9527V1ZL,Mahajan-Chad,23,Madhya Pradesh,Paper,medium,878489104.45,2016-05-22,10,1509,0,none
05VTBBC8146Q2Z2,Edwin Inc,05,Uttarakhand,Cement,small,32976385.82,2020-05-21,6,378,1,fake_itc
12MFGKC2328E7ZD,"Pai, Pathak and Deol",12,Arunachal Pradesh,Pharmaceuticals,medium,562471167.05,2023-05-21,3,220,0,none
36EXXMN9969C3ZK,"Halder, Raghavan and Balasubramanian",36,Telangana,Electronics,small,11543158.32,2021-05-21,5,1587,1,sudden_spike
27RVJDV0082F1ZW,Sahni-Datta,27,Maharashtra,Pharmaceuticals,small,29678002.39,2024-05-20,2,137,0,none
20QLIAU6068K1ZT,Tandon-Purohit,20,Jharkhand,Steel,medium,739131167.61,2020-05-21,6,704,1,circular_trading
02VCENU9053Z1ZM,"Din, Dixit and Srivastava",02,Himachal Pradesh,Pharmaceuticals,small,28770358.57,2007-05-25,19,899,0,none
20PHYMX1021D5ZY,Shan LLC,20,Jharkhand,Fertilizers,medium,352158862.83,2022-05-21,4,839,1,fake_itc
03BJFZO2901K4Z0,Bava Group,03,Punjab,Food Processing,large,5257057819.72,2016-05-22,10,1265,0,none
24BEFFT7407S2Z4,"Loyal, Tara and Dasgupta",24,Gujarat,Automobile,medium,231874215.03,2014-05-23,12,1325,0,none
13YHAQQ3950R6ZW,"Boase, Nazareth and Palla",13,Nagaland,Cement,small,49123780.97,2010-05-24,16,907,1,fake_itc
32LMZLD9087D1ZS,Garde Inc,32,Kerala,Food Processing,medium,287392916.31,2001-05-26,25,969,0,none
07XTGKD5384A1Z3,Toor-Dada,07,Delhi,Plastics,large,4859882544.31,2022-05-21,4,2,0,none
02VIGMI7252J4ZQ,Rajagopalan Inc,02,Himachal Pradesh,IT Services,medium,209736331.03,2012-05-23,14,817,0,none
06KFXCZ5728H4ZR,Pathak PLC,06,Haryana,Trading,small,18184493.51,2023-05-21,3,370,0,none
19TWELZ4156U7ZH,Hans and Sons,19,West Bengal,Plastics,small,11841375.75,2025-05-20,1,239,0,none
08VZUQN0946O9ZK,Sampath-Datta,08,Rajasthan,Construction,small,46287091.3,2024-05-20,2,924,0,none
16DIHVB6896A5Z0,Palan-Sarin,16,Tripura,Plastics,small,18045384.48,2004-05-25,22,1874,0,none
33ANAUE3315Y8ZM,"Srivastava, Gera and Modi",33,Tamil Nadu,Cement,small,3226678.77,2005-05-25,21,1350,0,none
01GCAZV4694E4Z5,Nath-Ranganathan,01,Jammu & Kashmir,Cement,small,29274351.66,2001-05-26,25,31,0,none
11XVFBR1189J8ZB,"Sant, Shan and Barad",11,Sikkim,IT Services,small,39274690.62,2009-05-24,17,94,0,none
06FGLXU2248M6ZD,Nazareth-Palan,06,Haryana,Automobile,small,48376340.41,2010-05-24,16,1450,0,none
37AMOFN4101E2ZU,Behl Group,37,Andhra Pradesh,Chemicals,large,2561801228.17,2013-05-23,13,991,1,circular_trading
22XUROS4617N8ZJ,Jani Inc,22,Chhattisgarh,Jewellery,medium,464413533.78,2025-05-20,1,1220,0,none
15GIULS7268V4ZH,Seshadri-Rau,15,Mizoram,Jewellery,small,44074694.84,2022-05-21,4,1297,0,none
18CMFZI4906W7Z1,Deo PLC,18,Assam,Steel,large,4244489308.92,2010-05-24,16,1039,1,fake_itc
03NNUGM3007C3ZW,Vora-Raju,03,Punjab,Agriculture,small,23635777.0,2003-05-26,23,1108,0,none
09OPUMN8820R4ZR,Patla and Sons,09,Uttar Pradesh,IT Services,small,4948511.67,2016-05-22,10,1816,0,none
17NRWPY0413N7ZP,Majumdar-Apte,17,Meghalaya,Agriculture,small,42451001.12,2010-05-24,16,1697,1,sudden_spike
24NOTFB4756K5ZO,Sethi-Vora,24,Gujarat,Cement,small,8345143.78,2025-05-20,1,807,0,none
29PEPQD5406V4ZT,Dasgupta Group,29,Karnataka,Coal,medium,412494533.45,2010-05-24,16,198,0,none
08CSNLG1997D9ZI,Narula-Datta,08,Rajasthan,Plastics,small,43583526.77,2015-05-23,11,240,0,none
23ANKVW3450F2ZD,Hegde-Kala,23,Madhya Pradesh,Automobile,small,47185407.32,2011-05-24,15,397,0,none
14HKZEC1674U5ZE,"Memon, Dhillon and Nadig",14,Manipur,Agriculture,small,43615218.12,2014-05-23,12,1521,0,none
32RDGYB9053H1ZK,Gara Group,32,Kerala,Fertilizers,small,22785001.45,2020-05-21,6,1485,0,none
06EAVCX0906H4Z0,Handa-Choudhury,06,Haryana,Paper,medium,610800036.96,2009-05-24,17,1678,0,none
20HDOLM2193D6ZX,Kala-Buch,20,Jharkhand,IT Services,medium,463408596.91,2007-05-25,19,519,0,none
16ELKGX1541C7ZS,Pingle-Sachar,16,Tripura,IT Services,small,47386176.79,2016-05-22,10,386,0,none
19JYEMX3563K5Z4,Iyer-Dhar,19,West Bengal,Steel,small,23167611.68,2020-05-21,6,1971,0,none
03JBBUE1666M8ZU,"Oak, Ganesan and Agarwal",03,Punjab,Automobile,large,6110823587.32,2021-05-21,5,1099,0,none
08POSIO3595U5Z6,"Saraf, Kala and Lanka",08,Rajasthan,Food Processing,small,16186090.36,2017-05-22,9,1874,0,none
36UBNAG2474Y7ZN,"Pal, Sodhi and Pau",36,Telangana,IT Services,small,5501053.11,2010-05-24,16,1558,0,none
23KMARE5013M4ZT,Kakar and Sons,23,Madhya Pradesh,Pharmaceuticals,small,15712270.96,2015-05-23,11,1040,0,none
11ZPTMZ8090L6ZB,Singhal LLC,11,Sikkim,Trading,medium,359286699.28,2007-05-25,19,1123,0,none
04HDMMB7318P3Z8,Rai-Peri,04,Chandigarh,Construction,small,7967964.38,2007-05-25,19,316,0,none
32GRTCO4870P5ZO,Sangha-Balan,32,Kerala,Chemicals,small,45299549.12,2013-05-23,13,1291,0,none
09FYRJY6239S5ZR,"Madan, Narayanan and Kannan",09,Uttar Pradesh,Chemicals,medium,213624357.54,2016-05-22,10,284,0,none
06XHMNG2326B4ZL,Chadha LLC,06,Haryana,Chemicals,medium,363801426.86,2021-05-21,5,206,0,none
16QYYNH2982T9ZF,"Kala, Mistry and Chada",16,Tripura,Fertilizers,small,37700924.6,2001-05-26,25,1454,0,none
37DTWDC8593T8ZX,Yadav Group,37,Andhra Pradesh,Food Processing,small,26397512.4,2021-05-21,5,306,1,circular_trading
01TFMGO8866N8Z2,Sen-Devan,01,Jammu & Kashmir,Jewellery,small,18777566.91,2023-05-21,3,553,1,circular_trading
27TIHHU6694N9ZM,Ratta-Mangal,27,Maharashtra,Food Processing,small,40449676.96,2018-05-22,8,1092,0,none
07FRJRQ8843H4ZE,"Kala, Grover and Nadig",07,Delhi,Steel,small,7465228.37,2013-05-23,13,1762,0,none
37KJJTJ9804P2ZX,"Kalla, Agrawal and Kala",37,Andhra Pradesh,Electronics,small,45596762.74,2005-05-25,21,1617,0,none
36FJEQU3135D1ZP,Gopal Ltd,36,Telangana,IT Services,small,13184678.35,2023-05-21,3,395,0,none
32RARRD0928F3Z1,Mand-Sankar,32,Kerala,Pharmaceuticals,small,32214267.37,2013-05-23,13,1785,0,none
18SQKAM6985R7ZO,Master PLC,18,Assam,Fertilizers,small,22601786.93,2011-05-24,15,1940,0,none
04OQTOZ0065S4Z7,Vasa-Sant,04,Chandigarh,Automobile,small,29292060.46,2015-05-23,11,300,0,none
37LEQKH5386B2ZP,"Bahl, Bhatnagar and Chada",37,Andhra Pradesh,Textile,medium,791360126.71,2013-05-23,13,413,0,none
06GRKVP8633V2ZE,Kumar LLC,06,Haryana,Agriculture,large,4468119611.15,2023-05-21,3,1698,0,none
23UVYUP1679T8Z9,Ramesh Ltd,23,Madhya Pradesh,Chemicals,small,4485501.36,2012-05-23,14,31,0,none
01HAEKT8583V4ZF,Ramakrishnan Ltd,01,Jammu & Kashmir,Automobile,large,6576683321.12,2003-05-26,23,503,0,none
04WVZFN6611W1ZT,Oak-Narula,04,Chandigarh,IT Services,small,41986303.26,2020-05-21,6,297,0,none
08TDACR6478T4Z8,Bajaj Group,08,Rajasthan,Food Processing,small,37852321.8,2023-05-21,3,1311,0,none
04BZTAK0745S8ZB,Halder Group,04,Chandigarh,Trading,medium,714657128.09,2004-05-25,22,1192,0,none
15RYVKX6290J6ZM,"Dada, Madan and Mane",15,Mizoram,Electronics,medium,800472394.08,2006-05-25,20,1452,0,none
21HDFIV1084W3ZW,"Maharaj, Kalla and Dubey",21,Odisha,Textile,large,8300721357.56,2010-05-24,16,402,0,none
08VZLZB6989Q4ZF,Nath-Sarin,08,Rajasthan,Coal,medium,682642371.44,2001-05-26,25,587,0,none
24PWZAZ3459Z7ZO,"Rajagopalan, Kuruvilla and Sangha",24,Gujarat,Textile,small,9806432.42,2010-05-24,16,1722,1,circular_trading
36RMONK5408Z9Z9,Kurian Group,36,Telangana,Steel,small,17422211.46,2025-05-20,1,905,0,none
18NERYG9893N3ZN,Dhaliwal-Babu,18,Assam,IT Services,medium,266309572.26,2021-05-21,5,598,1,fake_itc
37TDHAG2810M7ZV,"Sandal, Bali and Dara",37,Andhra Pradesh,Cement,small,36943742.07,2011-05-24,15,828,0,none
04QDZMG1039R9ZM,Rajan Group,04,Chandigarh,Textile,medium,463506097.53,2018-05-22,8,844,1,circular_trading
09KYAYV3852R6ZH,"Sane, Agate and Jayaraman",09,Uttar Pradesh,Steel,medium,452972633.62,2011-05-24,15,1951,0,none
23SCHYU3657S8ZY,Bhavsar-Vaidya,23,Madhya Pradesh,Paper,medium,585418581.96,2016-05-22,10,1884,0,none
14JRQBO1842T5Z8,Bhatti Ltd,14,Manipur,Food Processing,medium,813237740.83,2015-05-23,11,959,0,none
13GHLOE0165L3Z7,Nath Inc,13,Nagaland,Electronics,small,34414713.83,2018-05-22,8,355,1,circular_trading
36TYKJY3040K8ZI,Uppal-Trivedi,36,Telangana,Plastics,small,28429792.47,2010-05-24,16,1818,0,none
02UBSBB1074A1ZF,Oza Ltd,02,Himachal Pradesh,Chemicals,medium,887487314.9,2023-05-21,3,370,0,none
08NIWPJ0884R2ZD,Kadakia LLC,08,Rajasthan,Plastics,small,27655680.55,2019-05-22,7,584,0,none
09TBKXJ7467B7ZU,Palla and Sons,09,Uttar Pradesh,Electronics,small,8351988.79,2013-05-23,13,822,1,missing_returns
11WGMFA1671E4Z9,"Pandey, Sarna and Tailor",11,Sikkim,Cement,large,7758403463.34,2011-05-24,15,1010,0,none
29BAOIX0623P7ZP,Kaul LLC,29,Karnataka,Automobile,medium,161286167.63,2009-05-24,17,398,0,none
36IHQFY2030P7ZD,"Koshy, Arora and Murty",36,Telangana,Chemicals,medium,648460928.15,2005-05-25,21,66,0,none
15GGKVB0864O1ZR,Shah-Hayer,15,Mizoram,Plastics,small,4127978.56,2005-05-25,21,687,1,missing_returns
19TTPHZ9270U7ZF,Shankar-Naik,19,West Bengal,Jewellery,small,39936106.29,2006-05-25,20,899,0,none
20SWKEY3388D5ZW,"Rana, Parsa and Lala",20,Jharkhand,Pharmaceuticals,medium,631798568.64,2009-05-24,17,889,0,none
13AKGPC7804G2ZP,"Chada, Mann and Varughese",13,Nagaland,Automobile,small,15991175.89,2018-05-22,8,1626,1,missing_returns
29EARET3287D7ZT,Bir-Lal,29,Karnataka,IT Services,large,8115967526.69,2012-05-23,14,1794,1,sudden_spike
06QKCZP3460P5ZG,Dubey Ltd,06,Haryana,Cement,medium,630012648.4,2005-05-25,21,1415,0,none
01LRZZC3831T9ZK,Sur-Kulkarni,01,Jammu & Kashmir,Chemicals,large,6260492816.79,2017-05-22,9,1434,0,none
15BMZMP8070V1ZL,Sethi-Ranganathan,15,Mizoram,Steel,small,23639584.05,2004-05-25,22,913,0,none
37USHQA3560K7ZE,"Pall, Wagle and Bir",37,Andhra Pradesh,Chemicals,small,8456326.48,2016-05-22,10,845,0,none
19JDJKU1703D5ZL,Khare-Bahl,19,West Bengal,Chemicals,large,6965741549.67,2009-05-24,17,1023,0,none
10JMIDK5685U5ZR,Oza-Sethi,10,Bihar,Plastics,large,7171867988.64,2018-05-22,8,1969,1,shell_company
02VTQYL8642D3ZG,"Goda, Pathak and Kale",02,Himachal Pradesh,Food Processing,small,48829267.03,2006-05-25,20,1070,0,none
17YNBZY6716Y4ZF,"Raman, Bala and Goda",17,Meghalaya,Construction,small,14251325.64,2003-05-26,23,57,1,shell_company
15NSEIX1965K3ZI,"Bora, Parsa and Lad",15,Mizoram,Food Processing,small,47676569.01,2006-05-25,20,638,0,none
37EFCWI8547A5Z8,Saini LLC,37,Andhra Pradesh,Fertilizers,large,1703442157.17,2004-05-25,22,1766,0,none
23YARIF3727Q5ZW,"Bhardwaj, Saxena and Murty",23,Madhya Pradesh,Electronics,medium,681343979.17,2021-05-21,5,1155,1,sudden_spike
07NSXHB4509Q8Z0,Lala Ltd,07,Delhi,IT Services,small,2217115.48,2020-05-21,6,13,1,fake_itc
19EVCOM8487R4ZJ,Mukherjee-Anne,19,West Bengal,Chemicals,small,7523892.66,2017-05-22,9,354,0,none
32NAUOA8215S8ZX,"Naik, Sandhu and Kant",32,Kerala,Pharmaceuticals,small,5560517.49,2011-05-24,15,1916,1,missing_returns
32OZLXJ0333I1ZD,Dada-Grover,32,Kerala,Chemicals,medium,518444295.07,2012-05-23,14,844,0,none
03LULGP5386W7ZG,Barman and Sons,03,Punjab,Electronics,small,26824697.06,2008-05-24,18,1810,1,sudden_spike
09UXQDJ1900J5ZJ,Sathe-Parmer,09,Uttar Pradesh,Food Processing,small,40269367.29,2007-05-25,19,1130,0,none
20MQKKD5470A3ZD,Bhat-Master,20,Jharkhand,Coal,small,45879651.56,2018-05-22,8,895,0,none
13IRUXP9310I2ZO,"Prabhakar, Gaba and Doshi",13,Nagaland,Paper,small,20468108.41,2015-05-23,11,1017,0,none
22XRQSQ6143S1ZZ,"Bahri, Pall and Apte",22,Chhattisgarh,Automobile,medium,258082139.23,2014-05-23,12,321,0,none
27DJRBP9165F5Z7,Shenoy-Bhagat,27,Maharashtra,Paper,small,6000209.72,2022-05-21,4,1,1,missing_returns
07WXAMR0519I6ZO,Dugal Group,07,Delhi,Fertilizers,medium,628868360.57,2010-05-24,16,1882,0,none
13FRIIH3963G1ZA,Pathak-Sani,13,Nagaland,Automobile,small,11439113.19,2011-05-24,15,1598,0,none
33RVMTA0059A8Z5,"Mandal, Samra and Anand",33,Tamil Nadu,Construction,medium,550110295.23,2019-05-22,7,841,0,none
03HVHGU3332B1ZI,Buch-Dhawan,03,Punjab,Paper,large,6481734881.87,2012-05-23,14,909,0,none
10WEIYH5093T2ZZ,Khare and Sons,10,Bihar,Jewellery,medium,828373851.04,2019-05-22,7,1163,1,circular_trading
09HGBXW5495J3Z2,"Pillay, Patla and Boase",09,Uttar Pradesh,Food Processing,small,42692556.42,2014-05-23,12,347,0,none
33NVSVH8105S2ZI,Kade PLC,33,Tamil Nadu,Food Processing,small,11339003.19,2002-05-26,24,902,1,fake_itc
04ZZZCD8223E1ZD,Pai-Chakrabarti,04,Chandigarh,Trading,small,41688556.49,2024-05-20,2,1692,0,none
24GQCEN1581S7Z2,Brahmbhatt-Kota,24,Gujarat,Textile,medium,892753492.16,2004-05-25,22,1276,0,none
03BKWFH4544T8ZR,Munshi-Mammen,03,Punjab,Plastics,medium,918196643.53,2011-05-24,15,1424,0,none
36MDTXV1679P1ZD,"Mitter, Sastry and Krishnan",36,Telangana,Plastics,small,14141061.65,2002-05-26,24,1738,1,missing_returns
13HNYHR9195X8ZM,Munshi PLC,13,Nagaland,Steel,small,12324291.12,2023-05-21,3,591,0,none
24PIJHK9291F9ZH,"Dua, Mammen and Handa",24,Gujarat,Jewellery,small,22157286.58,2013-05-23,13,381,0,none
08WZSQA2489M8ZT,"Gole, Natarajan and Pau",08,Rajasthan,Pharmaceuticals,small,41036076.7,2010-05-24,16,1083,1,shell_company
37WBSNQ6199A9ZQ,Anand-Nanda,37,Andhra Pradesh,Electronics,large,9900371234.4,2015-05-23,11,1004,0,none
15SBTEI0699N2ZP,Sahni-Chakrabarti,15,Mizoram,Food Processing,small,40414928.27,2024-05-20,2,1719,0,none
13VUVFE5087S8ZF,Dugal Ltd,13,Nagaland,Steel,small,24792909.82,2023-05-21,3,862,0,none
13CTPKX5597T8Z7,Parmer LLC,13,Nagaland,Electronics,small,20224042.59,2013-05-23,13,194,1,circular_trading
