gstin,years_old,annual_turnover,industry_encoded,state_encoded,size_encoded,companies_same_address,turnover_per_year,new_high_turnover,filing_rate,missing_returns,avg_delay_days,max_delay_days,late_filings_count,very_late_filings,max_consecutive_miss,delay_std,compliance_trend,total_itc_claimed,total_tax_collected,total_tax_paid,avg_itc_ratio,max_itc_ratio,itc_exceeds_tax,itc_volatility,itc_trend,net_tax_ratio,total_outward_supply,avg_monthly_sales,max_monthly_sales,min_monthly_sales,sales_volatility,spike_ratio,max_mom_jump,zero_sales_months,max_acceleration,seasonal_std,invoices_issued,invoices_received,total_issued_amt,total_received_amt,invoice_match_rate,unique_buyers,unique_suppliers,top_buyer_share,amount_imbalance,avg_invoice_size,is_fraud,fraud_type
04IQJNK5927I9ZQ,9,22226319.83,0,3,2,3,2222631.98,0,1.0,0,2.83,22,7,0,0,5.46,0.0,5246932.29,6980322.43,1733390.16,0.7519,0.8853,0,0.5331,-0.0536,0.2483,44065591.84,2448088.44,3303897.04,1309394.27,0.227,1.1438,0.7401,0,1737817.57,516572.24,42,33,110037869.8,91644233.18,0.881,42,32,0.0447,-0.0912,2619949.28,0,none
32WETXE2606C8ZW,14,954706611.62,13,26,1,1,63647107.44,0,0.9444,1,1.11,10,4,0,1,2.78,0.0833,808934603.17,322980852.79,0.0,2.5204,3.0724,17,0.3252,0.1042,0.0,1615549659.13,95032332.89,143146626.87,52347217.57,0.2377,0.8854,0.8281,0,86640402.37,13267351.29,39,51,130520195.98,170935792.81,0.9231,39,51,0.2677,0.1341,3346671.69,1,fake_itc
10RKNGP5693D1Z4,13,14328119.95,12,9,2,5,1023437.14,0,0.9444,1,6.89,41,6,3,1,13.82,-0.1667,3038780.35,4039566.86,1000786.5,0.7365,0.8978,0,0.5442,0.1268,0.2477,25200580.06,1482387.06,2038877.93,846544.25,0.27,0.9524,0.8335,0,1536980.79,224692.61,39,43,103970707.04,102159964.95,0.8462,38,43,0.0473,-0.0088,2665915.57,0,none
06EFQXX4333L3ZL,1,16442995.41,10,5,2,4,8221497.7,0,0.8333,3,4.67,56,5,1,1,13.18,0.0,3430070.05,4638443.25,1208373.19,0.7509,0.8836,0,0.3571,-0.1282,0.2605,27413962.44,1827597.5,2457665.21,874502.81,0.2851,1.2313,0.8928,0,1862272.75,316733.97,47,46,110171588.02,137053332.77,0.9574,47,46,0.0442,0.1087,2344076.34,0,none
14ATNVH6737R2Z5,11,17178569.12,16,13,2,2,1431547.43,0,1.0,0,8.22,59,8,2,0,17.25,0.0,4027879.48,5417781.89,1389902.41,0.7558,0.8645,0,0.4246,0.7694,0.2565,31116868.26,1728714.9,2565204.51,882385.24,0.3016,1.4419,0.6256,0,2103688.8,373826.88,40,40,93372544.58,100140510.26,0.85,40,40,0.0483,0.035,2334313.61,0,none
17YLFLS0056H1ZO,12,7298816760.96,11,16,0,3,561447443.15,0,1.0,0,5.39,43,9,1,0,10.3,0.0,7076037941.62,105765116.19,531943127.26,66.8286,80.0569,18,0.5611,-0.0951,5.0295,672825912.84,37379217.38,49677626.15,20481771.11,0.2492,0.8047,0.7156,0,34104738.73,2888734.5,42,50,195189384.84,148036973.65,0.9048,41,49,0.2269,-0.1374,4647366.31,1,shell_company
02MHLYF2074K6ZV,4,688513316.82,15,1,1,4,137702663.36,0,0.9444,1,3.89,47,5,1,1,11.1,0.0833,116453037.17,153315501.2,36862464.02,0.7548,0.8827,0,0.6511,-0.3336,0.2404,1172600091.62,68976475.98,96715862.73,44461871.99,0.2505,1.1081,1.0277,0,76238885.36,3371971.31,46,34,110375541.73,74059225.5,0.913,46,34,0.044,-0.1969,2399468.3,0,none
07FZUWZ7941V8ZS,23,26047367.09,11,6,2,5,1085306.96,0,0.9444,1,8.56,44,7,2,1,14.03,0.0833,7349499.88,10083270.3,2733770.39,0.7293,0.8545,0,0.4603,-0.2197,0.2711,47435817.54,2790342.21,3778379.09,1788833.13,0.2417,1.0238,0.9266,0,2692331.76,205916.48,30,51,76239133.13,117623672.8,0.9,30,51,0.0632,0.2135,2541304.44,0,none
12GGTKD6178E7ZN,7,1413864076.17,8,11,0,1,176733009.52,0,0.8889,2,4.5,59,6,1,1,13.84,-0.0833,207940741.49,292298052.62,84357311.12,0.717,0.8843,0,0.4857,0.3255,0.2886,2091408325.57,130713020.35,204283492.63,71241752.11,0.3379,1.7228,0.6972,0,148811616.59,25903805.68,42,51,117398965.21,139536309.65,0.881,42,51,0.0408,0.0862,2795213.46,0,none
29NSXMN5493J3ZB,3,20842739.66,6,25,2,3,5210684.92,0,0.8889,2,8.5,55,6,3,1,16.87,-0.0833,10244162.58,213445.59,916662.69,47.0956,54.8987,16,0.5621,-0.616,4.2946,1547178.74,96698.67,151969.19,57545.36,0.2993,0.6708,0.641,0,132746.19,20004.64,48,42,133779548.85,113166398.24,0.8125,48,42,0.0372,-0.0835,2787073.93,1,shell_company
06MKTBU5247X5ZG,17,170025425.7,6,5,1,3,9445856.98,0,1.0,0,6.72,33,7,1,0,11.51,0.0,28686591.81,38638850.09,9952258.31,0.7473,0.8949,0,0.6586,0.0006,0.2576,282300315.11,15683350.84,23513093.26,8629300.13,0.3226,1.1992,1.105,0,22542604.81,1857396.13,47,36,104649116.22,93136423.76,0.9574,47,36,0.0476,-0.0582,2226576.94,0,none
21JXTCF1215Y3Z3,23,12076398.3,11,20,2,4,503183.26,0,1.0,0,3.28,37,5,1,0,8.78,0.0,2921177.84,3958889.46,1037711.63,0.7239,0.8964,0,0.5959,0.7051,0.2621,23024787.93,1279154.88,1787056.21,635932.39,0.3238,1.3374,1.1304,0,1678363.96,239609.8,45,43,124353423.52,104796081.17,0.8667,45,43,0.0395,-0.0853,2763409.41,0,none
09LJTNS5673I8ZO,10,7330099.46,2,8,2,1,666372.68,0,0.8889,2,2.83,32,6,1,1,7.6,0.1667,1142989.09,1545713.0,402723.89,0.7319,0.8763,0,0.5458,-0.1354,0.2605,11289728.57,705608.04,967913.06,390145.69,0.2558,0.8873,1.2556,0,828660.44,57855.55,40,42,106240175.14,101049205.47,0.925,40,42,0.0454,-0.025,2656004.38,0,none
23ZLLYT5286T9ZB,3,11127559.22,2,22,2,6,2781889.8,0,0.9444,1,1.94,9,6,0,1,3.13,-0.1667,1496173.02,1977437.2,481264.17,0.7438,0.8893,0,0.6262,-0.0311,0.2434,15441798.41,908341.08,1366255.45,570891.74,0.2824,0.7355,0.9036,0,1191714.8,111950.29,40,43,98629385.08,127699032.88,0.8,40,43,0.0492,0.1284,2465734.63,0,none
17CDCJY7845S8Z2,9,287960921.53,15,16,1,4,28796092.15,0,0.9444,1,2.67,17,5,0,1,5.5,-0.1667,67296925.73,87713410.7,20416484.96,0.7691,0.8919,0,0.6208,4.4143,0.2328,514343876.44,30255522.14,43152723.51,15533609.21,0.3368,1.3523,1.7506,0,39308503.76,5234644.26,36,44,91068801.41,115967675.6,0.75,36,44,0.0539,0.1203,2529688.93,0,none
11XOXCK1258B7ZP,17,17391539.49,3,10,2,4,966196.64,0,1.0,0,1.28,7,4,0,0,2.59,0.0,4123702.71,5577045.66,1453342.99,0.7514,0.8846,0,0.4858,0.07,0.2606,29779421.72,1654412.32,2381703.14,873651.06,0.2932,0.7898,1.4898,0,2137211.23,233622.65,31,42,76292399.19,99033618.17,0.9677,31,42,0.0605,0.1297,2461045.14,0,none
09SNAAD8975P9Z7,15,2219100.38,0,8,2,6,138693.77,0,1.0,0,1.17,7,4,0,0,2.36,0.0,505207.53,649069.32,143861.75,0.7715,0.8816,0,0.5605,-0.6104,0.2216,4306561.01,239253.39,326485.78,111898.21,0.2453,1.0487,0.6162,0,242155.76,34537.42,36,42,99158058.35,114830597.04,0.8889,36,42,0.0496,0.0732,2754390.51,0,none
19KKRKL2574R4ZY,25,904626167.71,12,18,1,3,34793314.14,0,0.8889,2,6.83,58,6,1,1,14.59,0.1667,174935768.41,224985280.37,50049511.92,0.7538,0.8886,0,0.7475,-0.3855,0.2225,1519920858.86,94995053.68,129063539.39,47604542.06,0.2951,1.1293,1.1402,0,128017166.71,19952330.16,44,39,128424513.24,84900155.5,0.8636,44,39,0.0389,-0.204,2918738.94,0,none
17PSOTY9684X9ZP,17,2632350.48,5,16,2,1,146241.69,0,0.9444,1,1.44,8,5,0,1,2.75,0.0833,533514.7,744254.16,210739.47,0.7183,0.8988,0,0.5612,0.0284,0.2832,4874448.56,286732.27,391905.25,140098.19,0.2976,1.3002,1.3102,0,415311.93,25939.95,37,39,105176704.49,101422559.08,0.8649,37,39,0.047,-0.0182,2842613.63,0,none
27EWHNE6719M5ZZ,10,929873031.42,4,24,1,2,84533911.95,0,1.0,0,1.78,10,6,0,0,2.92,0.0,1179436655.18,323204466.4,0.0,3.6556,4.082,18,0.632,-0.2384,0.0,1613424942.31,89634719.02,133545169.92,53173122.98,0.3027,0.6158,0.944,0,123281304.28,10716837.18,46,39,141406863.34,108587269.29,0.8696,46,39,0.035,-0.1313,3074062.25,1,fake_itc
23XSVDQ7033X9Z7,17,850351904.3,16,22,1,1,47241772.46,0,0.9444,1,5.72,56,5,1,1,13.98,0.0833,167834554.39,214156518.69,46321964.31,0.7894,0.8832,0,0.5035,-0.3384,0.2163,1373128364.73,80772256.75,124603679.01,44789559.81,0.2924,1.0783,0.8878,0,93977130.39,11001238.65,36,46,85100532.94,143478475.03,0.9444,35,45,0.0564,0.2554,2363903.69,0,none
01TXPGH0197H5ZO,4,8780642782.0,2,0,0,3,1756128556.4,0,1.0,0,5.39,40,3,2,0,13.02,0.0,7442100504.51,138824777.89,667722855.44,53.3022,62.637,18,0.5297,0.8411,4.8098,849790324.4,47210573.58,64455380.27,26716266.63,0.2494,0.9826,0.8606,0,65982387.11,4481878.06,43,34,115164569.82,85684859.1,0.907,43,34,0.0428,-0.1468,2678245.81,1,shell_company
23HRRBD9496T3Z8,2,804380573.28,16,22,1,2,268126857.76,1,0.8889,2,3.94,38,6,1,2,9.19,0.1667,136481061.49,173310632.72,36829571.25,0.7722,0.8898,0,0.7458,-0.4519,0.2125,1168851063.91,73053191.49,118841208.7,44822875.54,0.2818,0.7331,0.8052,0,81024367.56,6142813.87,44,35,100543470.31,75057825.26,0.9545,44,35,0.047,-0.1451,2285078.87,0,none
20UIFRI6391E1Z5,3,351780569.61,3,19,1,3,87945142.4,0,0.9444,1,2.67,18,6,0,1,5.37,0.0833,63340336.35,87918804.64,24578468.28,0.7418,0.881,0,0.6445,-0.1229,0.2796,599456157.92,35262126.94,50233187.83,20178093.0,0.2941,1.2541,1.1809,0,47233454.13,7734809.82,44,41,107572070.42,108807950.94,0.8636,44,41,0.0462,0.0057,2444819.78,0,none
22OYIAX1401W2ZP,15,44620264.77,1,21,2,6,2788766.55,0,1.0,0,1.39,9,3,0,0,3.2,0.0,10795887.18,15040975.29,4245088.15,0.7209,0.8943,0,0.4006,-0.2197,0.2822,84104800.54,4672488.92,6652448.35,2723703.2,0.2844,1.6519,0.919,0,3487821.93,445835.36,46,36,107839445.16,93284403.62,0.9565,46,36,0.0454,-0.0724,2344335.76,0,none
13NARHZ5293L1Z2,6,872973561.83,1,12,1,4,124710508.83,0,0.9444,1,4.28,37,5,1,1,9.95,0.0833,169578560.87,234699288.68,65120727.82,0.7399,0.8993,0,0.4895,-0.0362,0.2775,1639839034.64,96461119.68,129281243.6,48185542.53,0.281,0.9223,1.6127,0,122447384.02,12446853.28,37,35,100021742.11,94070382.5,0.9189,36,35,0.05,-0.0307,2703290.33,0,none
02RSDDW2752U7ZG,17,33510374.36,15,1,2,3,1861687.46,0,1.0,0,1.06,7,4,0,0,2.36,0.0,7720398.74,9937269.38,2216870.62,0.7688,0.8722,0,0.5353,-0.1401,0.2231,59687993.09,3315999.62,5023414.89,1876471.9,0.2976,0.7137,1.0367,0,3295629.06,546499.45,40,34,99229127.48,77964213.14,0.875,39,34,0.0674,-0.12,2480728.19,0,none
02HPKAT3931D9ZI,6,12768754.01,8,1,2,3,1824107.72,0,1.0,0,4.22,17,7,0,0,6.16,0.0,2993419.34,4026299.22,1032879.91,0.7319,0.8803,0,0.5787,-0.2916,0.2565,26597887.86,1477660.44,1839342.31,678000.46,0.2227,1.2955,1.4458,0,1860572.53,124965.24,42,42,119032569.08,110663479.95,0.8333,42,42,0.0414,-0.0364,2834108.79,0,none
33ETJCD1819Z2ZN,23,46469974.72,3,27,2,4,1936248.95,0,0.9444,1,2.94,12,8,0,1,4.08,0.0833,8822326.61,11957930.26,3135603.63,0.7377,0.8934,0,0.5213,-0.2226,0.2622,73932171.99,4348951.29,6670141.82,2476962.33,0.2779,0.9667,1.4609,0,6244251.08,184131.16,59,34,156704209.42,79520549.76,0.8644,59,33,0.0315,-0.3267,2656003.55,0,none
17XHEGA1778C7ZF,23,619728089.73,12,16,1,6,25822003.74,0,1.0,0,3.56,31,3,1,0,9.15,0.0,157108636.53,212723226.54,55614590.02,0.7503,0.8658,0,0.5611,0.4541,0.2614,1206870506.72,67048361.48,92866418.83,34556587.84,0.2836,1.4813,1.5414,0,81224201.69,4099731.89,39,40,92323451.55,104132645.39,0.9231,38,40,0.05,0.0601,2367267.99,0,none
19IRZAP5261V9ZF,21,654140475.82,16,18,1,4,29733657.99,0,0.9444,1,5.89,56,8,1,1,13.09,0.0833,119687853.83,164356812.48,44668958.61,0.7387,0.8968,0,0.6344,-0.3798,0.2718,1248407058.16,73435709.3,97972437.63,38638850.04,0.2544,0.7197,1.0861,0,100188241.14,7465809.84,38,36,97181197.09,102593301.78,0.8158,38,35,0.051,0.0271,2557399.92,0,none
04SQHSQ5978P7ZP,22,41121224.28,15,3,2,5,1787879.32,0,0.9444,1,2.72,15,6,0,1,4.82,-0.1667,37462447.74,578823.64,3298688.04,65.3309,77.7151,17,0.4977,0.4236,5.6989,3528193.94,207540.82,307577.2,124280.93,0.3248,1.1232,1.334,0,337241.58,34381.94,47,53,130592059.7,168460282.38,0.8936,47,51,0.1586,0.1266,2778554.46,1,shell_company
33VCJUF1440V5ZH,10,906921575.02,15,27,1,3,82447415.91,0,0.9444,1,2.44,41,2,1,1,9.65,0.0833,827584670.43,268048033.83,0.0,3.1014,3.5099,17,0.413,0.1798,0.0,1757496262.13,103382133.07,134905011.0,63397236.65,0.2247,1.3163,1.1279,0,140194140.27,7494962.42,35,33,87562170.95,99154478.43,0.8857,35,32,0.1194,0.0621,2501776.31,1,fake_itc
17DAGJY6005U3Z5,14,187832891.69,1,16,1,6,12522192.78,0,1.0,0,1.83,13,3,0,0,4.26,0.0,39996468.62,50531482.5,10535013.9,0.7813,0.8674,0,0.5607,-0.251,0.2085,327046709.91,18169261.66,27880960.72,10905760.0,0.3203,0.9503,1.0945,0,27073386.82,2750729.66,45,45,108522062.07,103426654.86,0.8,45,45,0.0455,-0.024,2411601.38,0,none
22OFLJQ7093L7Z3,25,47413928.09,14,21,2,3,1823612.62,0,0.9444,1,6.89,54,5,2,1,17.0,0.0833,9028337.94,11611623.82,2583285.91,0.7702,0.8818,0,0.6103,-0.378,0.2225,71284721.61,4193218.92,6908242.59,2442731.29,0.2783,0.9965,1.0802,0,5250383.61,626666.09,42,38,91092327.19,89125108.27,0.8571,42,38,0.0525,-0.0109,2168864.93,0,none
36ZMUXI2023S8ZI,7,37866065.92,0,28,2,2,4733258.24,0,0.9444,1,3.78,44,5,1,1,10.36,0.0833,8157985.99,10813665.33,2655679.37,0.761,0.8921,0,0.5999,-0.6714,0.2456,60362887.12,3550758.07,5316174.16,2097051.79,0.3266,0.6722,0.9397,0,4905435.95,366618.78,40,41,85597685.08,84683723.73,0.9,40,41,0.0562,-0.0054,2139942.13,0,none
27QLBRA5859N2ZL,23,894946009.51,12,24,1,4,37289417.06,0,0.9444,1,10.11,44,8,3,1,15.65,-0.1667,1310294493.64,11234876.37,51443867.66,116.7791,135.739,17,0.6291,0.4784,4.5789,76032257.23,4472485.72,6432470.82,2316456.0,0.2898,0.9163,1.0301,0,5452666.1,544597.94,44,39,121519594.07,89197108.68,0.8636,44,39,0.0411,-0.1534,2761808.96,1,shell_company
23DSHGD7439V5ZU,4,22726076.63,12,22,2,4,4545215.33,0,0.8889,2,9.61,55,6,2,1,18.77,-0.0833,4658244.47,6198455.18,1540210.67,0.749,0.8784,0,0.5558,0.412,0.2485,38925660.12,2432853.76,3301866.71,1197188.55,0.2809,0.8273,1.5614,0,3616295.15,390948.5,37,39,86751632.1,117258775.3,0.8378,36,39,0.0557,0.1495,2344638.71,0,none
05EUGCT4287R3Z2,10,9783722023.07,6,4,0,6,889429274.82,0,1.0,0,6.89,44,9,2,0,12.79,0.0,1963642844.49,2744195817.89,780552973.44,0.716,0.8401,0,0.6156,1.2362,0.2844,16437685703.94,913204761.33,1450634754.36,491375548.32,0.3278,0.9812,1.7334,0,1321996939.26,155181965.23,45,41,116943020.9,111877505.29,0.8222,45,41,0.0414,-0.0221,2598733.8,0,none
22THURV1145K4ZO,12,28132689.22,9,21,2,5,2164053.02,0,0.9444,1,0.72,9,2,0,1,2.27,0.0833,9087669.59,6271619.62,0.0,1.4967,1.7716,17,0.5632,-0.4416,0.0,44100079.51,2594122.32,3916846.08,1437132.15,0.3417,0.8159,1.6141,0,4655436.11,295624.51,34,42,81864525.98,108193604.39,0.8824,33,42,0.0678,0.1385,2407780.18,1,fake_itc
07AQKLN1191Y1Z6,23,32847888.6,0,6,2,3,1368662.02,0,0.8889,2,1.67,10,4,0,1,3.33,0.1667,5364508.71,7341394.02,1976885.33,0.7373,0.8837,0,0.3872,0.4272,0.2693,54306055.71,3394128.48,4879677.47,1790330.41,0.2702,1.0029,1.7256,0,5185498.41,354709.97,46,36,127717668.66,89235958.78,0.8043,46,36,0.0388,-0.1774,2776471.06,1,circular_trading
09INZGB5336L2Z4,23,31074015.18,9,8,2,3,1294750.63,0,1.0,0,1.0,6,3,0,0,2.3,0.0,6423240.52,8751322.04,2328081.53,0.7323,0.8967,0,0.5496,-0.1673,0.266,50856342.69,2825352.37,4247148.84,1631756.19,0.2813,1.023,1.2264,0,2919094.88,465035.47,45,31,123235225.03,89445067.85,0.8222,44,31,0.0404,-0.1589,2738560.56,0,none
02GWTZQ3895Z3ZB,9,14978051.4,10,1,2,1,1497805.14,0,0.9444,1,2.33,13,5,0,1,4.27,0.0833,3057385.32,3812077.46,754692.14,0.7785,0.8996,0,0.6231,-0.399,0.198,24183421.07,1422554.18,2234798.33,855467.82,0.3542,0.804,1.2906,0,2335117.98,87049.77,32,40,61584833.31,93322783.96,0.9375,32,40,0.079,0.2049,1924526.04,0,none
03ENBCL6895I3ZL,8,32510056.94,7,2,2,3,3612228.55,0,0.9444,1,5.72,51,4,2,1,15.2,-0.1667,12492498.08,8108654.83,0.0,1.5483,1.804,17,0.5099,-0.2935,0.0,58314409.35,3430259.37,4827866.67,2119918.26,0.3014,0.8557,1.231,0,5325101.88,654507.05,30,39,68223339.95,96939804.8,0.8667,30,39,0.0709,0.1739,2274111.33,1,fake_itc
22NLWEY9884H1ZR,21,29243663.3,0,21,2,2,1329257.42,0,1.0,0,0.94,6,3,0,0,2.18,0.0,5201211.88,7040127.58,1838915.7,0.732,0.8928,0,0.5413,-0.4976,0.2612,55068024.37,3059334.69,4323517.9,1577986.64,0.3012,0.6724,1.2871,0,2270246.44,467337.72,42,41,110120594.56,99709536.44,0.8571,42,41,0.0446,-0.0496,2621918.92,0,none
33HLQJH8151V2ZA,24,771054951.87,0,27,1,2,30842198.07,0,0.9444,1,3.0,35,3,1,1,8.55,-0.1667,148311458.26,197264981.39,48953523.1,0.757,0.891,0,0.4679,-0.3604,0.2482,1297933032.58,76349001.92,111838953.36,46144022.71,0.2872,1.1399,0.8941,0,108354868.55,2807837.81,42,41,100166319.76,103118662.05,0.9048,42,41,0.0492,0.0145,2384912.38,0,none
04EDXPW3210M6ZX,8,454686670.19,13,3,1,5,50520741.13,0,0.9444,1,8.5,50,7,3,1,15.9,-0.1667,78784189.45,107400329.36,28616139.9,0.734,0.8957,0,0.6289,-0.365,0.2664,774073657.04,45533744.53,67962492.09,23684078.17,0.344,0.7195,1.8695,0,85602171.63,4025702.7,39,28,101431978.14,74079448.25,0.8462,38,28,0.0479,-0.1558,2600819.95,0,none
01BRVVF5803J1Z3,25,21359680.62,10,0,2,6,821526.18,0,0.9444,1,3.83,29,6,0,1,7.49,0.0833,4435057.94,5869819.35,1434761.42,0.7662,0.8944,0,0.5465,-0.1233,0.2444,37792872.71,2223110.16,3059384.86,1179742.64,0.2547,1.01,1.0967,0,2759538.61,291294.44,38,34,103606208.43,81331567.01,0.9211,37,34,0.0528,-0.1204,2726479.17,0,none
33CYZXZ3915X7ZJ,25,23946434.0,10,27,2,6,921016.69,0,0.9444,1,2.44,34,4,1,1,8.01,0.0833,3987917.41,5696843.41,1708926.0,0.7038,0.7995,0,0.6025,-0.6479,0.3,36323097.93,2136652.82,3526562.44,1246427.03,0.3134,0.6461,0.902,0,2834918.38,369828.66,39,47,106947214.04,109476638.02,0.8974,37,46,0.0698,0.0117,2742236.26,1,circular_trading
04RDVLV4334J1ZZ,8,18334840.84,1,3,2,2,2037204.54,0,0.9444,1,4.56,47,6,1,1,11.15,0.0833,3190391.96,4459969.14,1269577.17,0.7136,0.8695,0,0.4886,-0.315,0.2847,31074995.7,1827940.92,2698037.56,956416.11,0.2927,1.2809,1.821,0,2254823.56,314678.08,48,37,109416359.31,95668062.36,0.875,47,36,0.0438,-0.067,2279507.49,0,none
04LCKVL3281S7ZJ,10,22308567.14,5,3,2,4,2028051.56,0,1.0,0,5.61,46,6,2,0,12.81,0.0,4161577.03,5232040.15,1070463.15,0.789,0.8988,0,0.3938,0.0395,0.2046,35400504.37,1966694.69,3308178.42,1252576.74,0.3021,1.4123,0.8812,0,3085277.43,118885.18,46,32,98577724.62,97149601.97,0.913,46,32,0.0503,-0.0073,2142994.01,0,none
06NIIEN9524J2Z5,8,443974144.4,1,5,1,3,49330460.49,0,1.0,0,9.33,60,7,3,0,18.16,0.0,85057464.29,115935245.71,30877781.41,0.7313,0.894,0,0.5373,0.4148,0.2663,767562601.69,42642366.76,66296162.32,23577375.41,0.273,1.179,1.8119,0,80372287.28,7354982.37,33,31,85583436.62,85273505.92,0.9394,33,31,0.0555,-0.0018,2593437.47,0,none
02DYYYM7027K1ZN,18,790909394.8,0,1,1,6,41626810.25,0,0.8889,2,1.78,20,3,0,1,5.05,-0.0833,161131046.22,218595352.34,57464306.11,0.7386,0.8841,0,0.3601,-0.0203,0.2629,1384507724.91,86531732.81,118044975.49,52608596.48,0.2608,1.1622,1.0244,0,102200967.9,16032410.74,36,41,88330251.29,99032891.69,0.9722,36,41,0.0564,0.0571,2453618.09,0,none
14RURXP8666M2Z6,13,39844590.13,16,13,2,1,2846042.15,0,1.0,0,5.83,42,6,2,0,13.1,0.0,9338500.78,12273615.62,2935114.83,0.7496,0.8952,0,0.6636,0.0105,0.2391,74069802.78,4114989.04,5953390.24,2133857.81,0.2718,0.7843,1.1669,0,4439938.67,549701.62,44,38,125793323.29,81736633.86,0.8636,44,38,0.0394,-0.2123,2858939.17,0,none
13ANYWX3708G3ZS,18,434502808.52,3,12,1,3,22868568.87,0,1.0,0,5.06,58,6,1,0,13.62,0.0,81834159.22,108010395.14,26176235.89,0.7677,0.8943,0,0.423,0.1221,0.2423,694787779.8,38599321.1,61911142.98,22844300.52,0.3082,1.1217,0.6922,0,62336960.74,3155749.92,39,42,106920282.23,102205009.41,0.8718,39,42,0.0465,-0.0225,2741545.7,0,none
16CQQCF3994H1ZY,16,5480728507.98,12,15,0,3,322395794.59,0,1.0,0,4.94,52,4,1,0,13.34,0.0,1196541428.7,1669620507.21,473079078.51,0.7245,0.8827,0,0.6399,0.641,0.2833,9483521100.23,526862283.35,801380240.43,325320446.64,0.3367,0.9607,1.1775,0,829044837.43,93488310.86,45,43,104400897.15,117055603.82,0.8222,45,43,0.0467,0.0571,2320019.94,0,none
27EUFJL0264W8ZH,9,9508238.73,11,24,2,4,950823.87,0,0.9444,1,3.0,28,6,0,1,6.84,-0.1667,5079319.46,8055182.33,626589.66,0.7068,0.8306,0,1.6076,14.7412,0.0778,47618014.71,2801059.69,17876664.5,495325.64,1.693,14.5313,11.8795,0,18125013.14,16256.11,44,38,98471716.77,91309915.27,0.8864,44,38,0.0505,-0.0377,2237993.56,1,sudden_spike
04YRZVG9783O3ZR,20,5098630382.67,9,3,0,2,242791922.98,0,0.8889,2,7.83,45,7,2,1,14.86,0.1667,893872953.51,1258776972.54,364904019.03,0.7197,0.8761,0,0.3661,0.0022,0.2899,8548923512.22,534307719.51,737825954.82,263939004.1,0.2677,1.459,0.791,0,357620948.28,78367631.76,31,33,80117078.8,78094848.08,0.9355,31,33,0.0603,-0.0128,2584421.9,0,none
18SECUQ0599P9ZE,7,38531327.37,5,17,2,4,4816415.92,0,1.0,0,5.11,60,4,1,0,14.62,0.0,9798083.03,12645928.13,2847845.08,0.762,0.8942,0,0.4632,-0.1519,0.2252,72251437.04,4013968.72,5351906.93,2423387.04,0.2536,0.8208,1.0429,0,5652935.04,415227.62,34,42,84960159.67,125393849.1,0.8824,34,42,0.057,0.1922,2498828.23,0,none
01FGDKK4386V1Z8,3,11564079.48,0,0,2,1,2891019.87,0,0.9444,1,4.22,47,4,1,1,11.62,0.0833,2388774.45,3213057.79,824283.32,0.7451,0.8862,0,0.4889,-0.2104,0.2565,19855647.51,1167979.27,1721772.31,708351.14,0.2757,1.2446,1.2408,0,1833982.09,184786.17,39,39,98483923.68,100922882.14,0.8974,39,39,0.0502,0.0122,2525228.81,0,none
13BORHQ9370B4ZA,12,12219672.52,2,12,2,2,939974.81,0,1.0,0,5.83,45,6,1,0,12.16,0.0,22441264.8,176980.19,726478.54,125.7266,143.5473,18,0.4628,0.1116,4.1048,1058754.28,58819.68,90320.82,30948.84,0.333,1.3264,1.3047,0,87959.12,8011.07,30,46,80453709.77,102302272.18,0.9,29,45,0.073,0.1196,2681790.33,1,shell_company
21TYBHG9046V2ZM,13,15636608.31,15,20,2,2,1116900.59,0,0.8889,2,5.61,60,5,2,1,15.5,-0.0833,3420825.37,4654528.84,1233703.47,0.7313,0.8694,0,0.6263,1.4584,0.2651,25735256.79,1608453.55,2324781.21,820484.07,0.3299,1.2411,1.7236,0,2154668.7,265820.82,37,41,83859752.03,103324371.09,0.7568,37,41,0.0558,0.104,2266479.78,0,none
07OKQTV0775A6Z4,22,36037278.43,9,6,2,3,1566838.19,0,0.9444,1,1.78,9,4,0,1,3.46,-0.1667,9801130.27,12452775.04,2651644.77,0.7744,0.8912,0,0.4784,0.0517,0.2129,66538898.55,3914052.86,5395411.55,1820492.28,0.2887,1.212,1.0926,0,5563948.26,334179.72,46,33,99526231.01,85997687.21,0.8913,46,33,0.0463,-0.0729,2163613.72,0,none
12NZUWE7248R3Z3,11,768522345.05,5,11,1,2,64043528.75,0,0.9444,1,3.78,56,4,1,1,13.16,0.0833,733623200.54,935626889.11,61803166.84,0.7828,1.1126,1,1.6961,11.174,0.0661,4679623094.24,275271946.72,1792893140.28,42518175.75,1.6936,13.9058,11.5293,0,1901806382.95,7330432.92,50,39,127615828.35,95565017.92,0.88,49,39,0.0386,-0.1436,2552316.57,1,sudden_spike
09RIXXW6379G1ZH,5,38786390.88,0,8,2,6,6464398.48,0,0.8889,2,8.39,46,7,3,1,15.31,-0.0833,7733569.07,10023709.21,2290140.1,0.7956,0.899,0,0.5903,-0.1873,0.2285,64104844.33,4006552.77,5735803.94,2232548.96,0.277,0.811,1.4217,0,6101808.55,112121.07,43,38,96485745.78,115478453.43,0.814,43,38,0.0503,0.0896,2243854.55,0,none
