gstin,is_fraud,fraud_type,graph_risk_score,pagerank_score,cycle_risk,in_degree,out_degree,total_received,total_sent,imbalance_risk,clustering_coef,in_circular_ring,in_shell_cluster,graph_predicted_fraud
19JDJKU1703D5ZL,0,none,30.79,55.75,0,47,35,116343556.54,84934099.89,7.4,0.019,0,,0
10JMIDK5685U5ZR,1,shell_company,45.510000000000005,62.01,0,54,46,133078143.27,132968265.93,0.02,0.0162,0,1.0,1
02VTQYL8642D3ZG,0,none,42.14,47.8,0,41,37,110269803.34,106320396.76,0.74,0.0203,0,1.0,1
17YNBZY6716Y4ZF,1,shell_company,23.63,34.54,0,39,43,91679640.25,114263962.55,0.0,0.0173,0,,0
15NSEIX1965K3ZI,0,none,20.43,21.71,0,33,40,77472887.09,99506355.46,0.0,0.0183,0,,0
37EFCWI8547A5Z8,0,none,37.32,26.54,0,33,32,90267831.64,79341460.14,2.75,0.0197,0,1.0,0
23YARIF3727Q5ZW,1,sudden_spike,37.510000000000005,29.53,0,38,41,88473444.97,86284933.53,0.51,0.0166,0,1.0,0
07NSXHB4509Q8Z0,1,fake_itc,20.36,21.45,0,34,42,69039721.39,110989667.37,0.0,0.0182,0,,0
19EVCOM8487R4ZJ,0,none,22.38,29.54,0,33,40,81228063.78,91466891.02,0.0,0.0169,0,,0
32NAUOA8215S8ZX,1,missing_returns,40.16,40.63,0,42,38,104345808.7,109047671.45,0.0,0.0162,0,1.0,1
32OZLXJ0333I1ZD,0,none,39.2,36.81,0,38,40,96890975.58,101939377.76,0.0,0.0147,0,1.0,0
03LULGP5386W7ZG,1,sudden_spike,44.25,50.67,0,49,36,119924849.52,91157445.04,6.31,0.0135,0,1.0,1
09UXQDJ1900J5ZJ,0,none,44.35,51.09,0,45,36,120217415.32,91369194.15,6.31,0.0176,0,1.0,1
20MQKKD5470A3ZD,0,none,22.95,31.78,0,37,37,82318720.39,95078859.74,0.0,0.0181,0,,0
13IRUXP9310I2ZO,0,none,35.82,62.79,0,52,25,133901277.87,66168354.16,20.47,0.0188,0,,0
22XRQSQ6143S1ZZ,0,none,38.230000000000004,32.91,0,33,44,84180505.37,105956650.44,0.0,0.0147,0,1.0,0
27DJRBP9165F5Z7,1,missing_returns,79.23,56.92,100,44,41,131818749.58,140201956.12,0.0,0.0151,1,1.0,1
07WXAMR0519I6ZO,0,none,43.78,47.09,0,45,29,112925195.69,80601741.61,8.02,0.0194,0,1.0,1
13FRIIH3963G1ZA,0,none,37.43,21.51,0,37,24,76096622.59,53964870.87,8.2,0.0164,0,1.0,0
33RVMTA0059A8Z5,0,none,37.61,30.45,0,32,43,86892658.73,109409256.28,0.0,0.018,0,1.0,0
03HVHGU3332B1ZI,0,none,36.33,25.33,0,40,54,86857793.86,123878901.13,0.0,0.0192,0,1.0,0
10WEIYH5093T2ZZ,1,circular_trading,42.82,45.12,0,46,32,109670525.28,83862860.66,6.15,0.0183,0,1.0,1
09HGBXW5495J3Z2,0,none,37.489999999999995,29.98,0,41,40,93545409.61,98747929.08,0.0,0.0133,0,1.0,0
33NVSVH8105S2ZI,1,fake_itc,39.35,33.92,0,36,33,92359567.41,78602671.11,3.5,0.0162,0,1.0,0
04ZZZCD8223E1ZD,0,none,39.58,32.83,0,33,31,86060688.69,67550421.78,5.48,0.0159,0,1.0,0
24GQCEN1581S7Z2,0,none,20.12,20.47,0,32,47,69684614.05,142520790.99,0.0,0.0133,0,,0
03BKWFH4544T8ZR,0,none,45.04,48.26,0,45,32,116324612.91,72920268.17,11.9,0.0171,0,1.0,1
36MDTXV1679P1ZD,1,missing_returns,43.39,45.16,0,43,37,108315962.45,76301414.96,8.39,0.0136,0,1.0,1
13HNYHR9195X8ZM,0,none,39.5,38.0,0,41,39,94439888.03,104264257.38,0.0,0.0158,0,1.0,0
24PIJHK9291F9ZH,0,none,44.6,51.66,0,45,32,121401117.87,90816594.92,6.74,0.0113,0,1.0,1
08WZSQA2489M8ZT,1,shell_company,20.05,20.2,0,33,40,65433459.48,104705194.43,0.0,0.0133,0,,0
37WBSNQ6199A9ZQ,0,none,21.01,24.03,0,30,43,79267500.11,107984814.23,0.0,0.0137,0,,0
15SBTEI0699N2ZP,0,none,39.489999999999995,37.17,0,40,37,94631889.46,91061583.84,0.78,0.014,0,1.0,0
13VUVFE5087S8ZF,0,none,19.87,19.49,0,33,50,69601401.86,103858325.2,0.0,0.0169,0,,0
13CTPKX5597T8Z7,1,circular_trading,84.67,67.93,100,46,35,145917304.02,94856211.81,10.77,0.0153,1,1.0,1
27HLOKR5049D3Z2,0,none,38.57,34.29,0,35,41,91326960.6,112855832.94,0.0,0.0161,0,1.0,0
12DQLQA8741N8ZN,1,missing_returns,27.18,46.03,0,41,38,107072479.26,94389581.09,2.69,0.0127,0,,0
05LNTVN2359U2ZI,0,none,46.16,48.26,0,44,30,112175741.69,61653656.3,16.39,0.016,0,1.0,1
32MGAHQ8841W6Z7,0,none,26.32,43.28,0,40,37,98923292.73,89935261.32,2.0,0.0144,0,,0
18UZDJN2960P4Z0,0,none,41.17,44.14,0,46,43,114955855.49,112028331.47,0.52,0.0176,0,1.0,1
11BXDUB0775E8Z5,0,none,44.230000000000004,49.79,0,45,41,118973350.22,87641484.48,7.15,0.0172,0,1.0,1
19USZLQ4917J3Z1,0,none,25.86,42.45,0,40,44,109366395.79,104198616.59,0.99,0.0132,0,,0
09YVIDR6209C7ZJ,1,shell_company,39.82,38.52,0,43,45,100855949.97,97250427.7,0.74,0.0138,0,1.0,0
33SNAIG9274M1ZJ,0,none,19.28,17.13,0,33,34,69167647.31,91670733.9,0.0,0.0172,0,,0
24JKPBR7050N6ZX,0,none,30.82,57.9,0,42,33,133019998.73,104759241.71,5.4,0.0156,0,,0
29DEFII7629X7ZA,0,none,21.48,25.92,0,34,42,76692965.95,125880208.22,0.0,0.0154,0,,0
23XHBXN9859W6Z7,0,none,38.79,35.14,0,41,44,94995573.14,104671321.99,0.0,0.0132,0,1.0,0
01MUBIH7491Q7Z5,0,none,46.57,59.36,0,53,38,136744009.02,101538237.06,6.93,0.0151,0,1.0,1
18MHCTR8384P7ZQ,0,none,37.59,27.28,0,29,29,74476725.1,64549331.01,3.08,0.0157,0,1.0,0
19EHUOI8702G7ZX,0,none,36.739999999999995,26.95,0,36,36,83460230.6,98378405.01,0.0,0.0156,0,1.0,0
23YLBED4937P3Z0,0,none,40.66,42.63,0,40,41,101967170.17,118689254.47,0.0,0.0155,0,1.0,1
23SCMOR8575W7ZX,1,fake_itc,22.16,28.62,0,31,44,85498711.93,95903905.78,0.0,0.013,0,,0
32XRWFR5749F3Z6,0,none,43.85,50.66,0,48,40,122578229.71,99174536.94,4.72,0.0155,0,1.0,1
10YUOOR2625Q7ZI,1,fake_itc,22.35,29.38,0,34,38,83773772.05,112357455.96,0.0,0.0141,0,,0
23IMHMP9579C3ZV,0,none,28.85,40.0,0,42,30,100599489.6,56868785.98,15.38,0.0188,0,,0
24ZDWKS9053N1ZA,0,none,28.98,49.74,0,50,37,118224356.16,90249746.64,6.2,0.0178,0,,0
03VSQAJ1308L5ZJ,0,none,27.34,39.7,0,44,24,103094532.19,69540175.46,9.65,0.0158,0,,0
09BBXDN4249A1ZQ,0,none,36.04,24.16,0,30,42,80607281.59,100347854.18,0.0,0.0125,0,1.0,0
04ZTYVT3984Y9ZG,0,none,20.06,20.23,0,23,46,68457654.25,104555035.38,0.0,0.0149,0,,0
18NYKNE3257S8ZV,0,none,31.36,57.8,0,43,38,124032334.08,89713494.15,7.65,0.0198,0,,0
02VJDSH9876B9ZF,0,none,42.35,43.83,0,45,30,110387225.69,86318203.74,5.58,0.0155,0,1.0,1
14EROIU7410Z2ZA,0,none,36.29,25.17,0,35,43,80423137.38,92037047.63,0.0,0.0144,0,1.0,0
19RDDAK6530W8Z3,1,fake_itc,24.99,33.1,0,34,31,89665828.31,66749621.39,6.87,0.0174,0,,0
36IDROH4887C5ZV,1,shell_company,25.25,39.49,0,41,39,98004762.79,91090659.61,1.52,0.0159,0,,0
33ZTPDS9036B6ZY,0,none,42.56,47.04,0,47,42,113328608.09,97651728.91,3.21,0.0181,0,1.0,1
32KVSIC2325Z1ZP,0,none,38.53,34.11,0,34,41,84494065.2,100044828.76,0.0,0.0162,0,1.0,0
16YKQKQ9409C1Z6,0,none,39.28,36.71,0,43,37,100920798.96,98892217.2,0.41,0.0166,0,1.0,0
21EOTME7533U8ZC,0,none,43.769999999999996,51.11,0,48,39,124948813.1,104255980.24,3.97,0.0134,0,1.0,1
03LWRBQ9890R4ZO,0,none,39.379999999999995,37.52,0,39,54,97487232.45,153300397.97,0.0,0.015,0,1.0,0
10MBFXY2699Q7ZN,0,none,56.51,87.89,0,60,37,171962626.93,90136005.49,18.16,0.0164,0,1.0,1
09ZCBJJ2139N5ZN,0,none,32.95,63.03,0,55,40,133561186.41,92881387.55,8.76,0.0159,0,,0
13OJHDW5437H4ZC,0,none,24.35,37.07,0,41,39,100025263.16,98500470.35,0.31,0.0184,0,,0
05HUCMJ7441P5ZK,0,none,29.95,52.53,0,48,33,120015093.4,87980026.87,7.28,0.017,0,,0
29WXELP2050G6ZX,0,none,36.41,25.64,0,29,42,77628903.53,98549527.08,0.0,0.0201,0,1.0,0
33OLOYL3210Z8ZW,0,none,24.5,38.02,0,41,44,99206219.34,107579650.49,0.0,0.0182,0,,0
24MPGEJ2700G2ZJ,0,none,42.760000000000005,43.33,0,40,29,105649979.43,76312479.6,7.69,0.0213,0,1.0,1
05TOCIH2423N5ZL,0,none,41.57,46.27,0,43,45,113338307.42,134301472.0,0.0,0.0154,0,1.0,1
16BQZAH0163T8Z6,1,shell_company,37.08,28.34,0,29,34,77522785.42,85384321.1,0.0,0.0196,0,1.0,0
07NTTTX4886W1Z9,0,none,26.51,43.99,0,38,43,108353024.3,98218598.77,2.06,0.0168,0,,0
03MBJCW6899J5ZC,0,none,39.18,36.73,0,44,41,93340730.48,114526016.26,0.0,0.016,0,1.0,0
21CYEEV2924J5ZW,0,none,35.45,21.81,0,34,39,66243351.35,95340120.73,0.0,0.0148,0,1.0,0
16LHQIS1814U5ZL,1,shell_company,23.49,31.53,0,32,39,92983806.57,82921872.86,2.43,0.0149,0,,0
10OGIHX7433H9ZX,0,none,39.53,37.29,0,39,30,90686419.62,87113463.16,0.82,0.0111,0,1.0,0
19CXQOX2249I6Z9,1,sudden_spike,76.47999999999999,45.91,100,42,40,102420340.92,111783697.93,0.0,0.0154,1,1.0,1
04DWVFB5279F2Z1,0,none,39.989999999999995,39.95,0,39,39,102650635.3,113232980.52,0.0,0.0116,0,1.0,0
14DYTOF6616T9ZP,1,shell_company,35.86,23.43,0,30,46,70166816.47,117888775.41,0.0,0.0168,0,1.0,0
05QCZXH8856R8ZE,0,none,40.629999999999995,40.97,0,45,41,112817358.5,104607303.37,1.57,0.0145,0,1.0,1
29GYOBO3456K4ZP,0,none,45.870000000000005,58.41,0,43,37,123572807.49,98560178.88,5.08,0.0155,0,1.0,1
08YZKUO2643S3ZA,0,none,42.86,49.63,0,45,40,116945088.82,107169925.85,1.82,0.0141,0,1.0,1
15XDMCE6688F7ZI,0,none,38.72,34.88,0,32,35,82586272.83,91831847.75,0.0,0.0172,0,1.0,0
20QKLXD7407A9ZS,0,none,31.45,55.11,0,45,34,129934955.69,84706009.26,10.68,0.0182,0,,0
06DMRNP2053P9Z4,0,none,38.36,33.45,0,37,38,87244084.77,98402188.65,0.0,0.0155,0,1.0,0
13XZKLA1461S7Z4,1,circular_trading,42.93,49.84,0,46,46,117962190.49,107819298.57,1.88,0.0124,0,1.0,1
36DYYOR7801K8Z7,0,none,46.7,61.67,0,48,38,132421132.45,105336719.31,5.14,0.0193,0,1.0,1
36PLAOH4366M5ZT,0,none,27.22,47.25,0,42,46,115857729.05,107156452.92,1.62,0.0146,0,,0
15YHOOD5370S9Z7,0,none,43.53,49.03,0,40,36,113475152.63,90384551.17,5.11,0.0112,0,1.0,1
20KHNWM3898W4ZE,0,none,30.88,60.06,0,46,47,132481396.36,113004540.6,3.45,0.0159,0,,0
37IXTFO6427N1ZL,1,fake_itc,46.81,57.59,0,41,37,131816519.94,88941242.15,9.64,0.0157,0,1.0,1
33GWCQW5240W3Z6,0,none,36.59,26.34,0,29,52,82495747.27,140924833.2,0.0,0.0154,0,1.0,0
08YJHRN2376D8ZU,0,none,25.57,42.26,0,39,37,100714188.96,104725645.09,0.0,0.0147,0,,0
10SMYNN0666L2ZO,0,none,26.69,46.74,0,38,47,109784402.4,119409417.78,0.0,0.0143,0,,0
19KZULK8775M5ZY,0,none,35.739999999999995,22.96,0,31,37,71022671.52,84802980.35,0.0,0.0136,0,1.0,0
23TELPQ4389T9Z6,0,none,35.0,19.99,0,33,42,67782919.87,112618235.72,0.0,0.0177,0,1.0,0
05MHCYD9841H4Z8,0,none,41.08,44.33,0,46,45,103407873.99,121128307.97,0.0,0.018,0,1.0,1
02GDVHM0661T6ZF,1,circular_trading,28.46,45.21,0,40,36,108090409.42,75482148.58,8.64,0.0158,0,,0
20AAJWQ9968R4ZI,0,none,47.19,63.11,0,51,31,140395803.87,109474666.14,5.65,0.0132,0,1.0,1
07BNTQB6716Y7ZG,0,none,39.0,36.0,0,41,39,90980761.13,96237854.89,0.0,0.0104,0,1.0,0
20WRDSE7140G1Z8,0,none,18.25,13.0,0,30,41,65677069.93,100978929.89,0.0,0.0157,0,,0
36RZHAE0205A5ZD,0,none,27.72,47.42,0,36,45,106365085.01,90667324.1,3.46,0.0157,0,,0
16OCVYP2292V3ZN,0,none,35.58,22.31,0,32,50,72401470.16,133660832.86,0.0,0.0142,0,1.0,0
37KUSYM3440N3ZE,0,none,35.44,21.74,0,36,52,78920673.08,120357807.25,0.0,0.0201,0,1.0,0
22DHCAQ1200M5ZU,0,none,46.35,58.61,0,50,40,126498608.86,94484179.38,6.78,0.0155,0,1.0,1
09TSUGD0583Z8ZA,0,none,37.17,28.67,0,33,39,80584595.87,102049766.18,0.0,0.0105,0,1.0,0
29NGYQE7234A9ZX,0,none,43.72,47.05,0,39,33,108169136.78,77780394.0,7.81,0.0137,0,1.0,1
03MDVIN0139L3ZQ,1,fake_itc,24.64,38.54,0,43,38,101765438.67,101613297.13,0.03,0.0157,0,,0
07ACCOY3981F2ZI,0,none,35.93,23.71,0,35,39,80055147.91,97172288.56,0.0,0.0167,0,1.0,0
01LDSDO9498T8Z2,0,none,39.03,31.67,0,30,29,89227896.76,73028791.2,4.44,0.0123,0,1.0,0
04LGPFV5345R6Z2,0,none,46.05,58.28,0,47,33,131016978.45,101066992.81,5.93,0.0142,0,1.0,1
11KNRGD7752Z9ZG,0,none,26.38,38.9,0,36,34,93472074.72,70243128.9,6.61,0.0133,0,,0
20FZQKG0118Q3ZQ,0,none,41.620000000000005,46.48,0,45,40,113714996.25,117617334.39,0.0,0.0151,0,1.0,1
15TOBRV9226J8ZG,0,none,43.57,49.25,0,45,40,118306889.31,94557668.62,5.02,0.0196,0,1.0,1
33PZPST8201M8ZL,0,none,39.32,37.27,0,44,45,94832709.16,110147294.42,0.0,0.0138,0,1.0,0
12QNAGW2597R6Z2,1,missing_returns,79.91,56.9,100,41,40,135677777.36,119375414.54,2.73,0.0168,1,1.0,1
37WWLLR8403W5ZJ,0,none,25.99,43.95,0,41,40,112940495.04,117612916.59,0.0,0.0127,0,,0
37SJMWV1887W4Z0,0,none,27.46,45.87,0,51,38,112246641.46,93603335.32,3.98,0.0151,0,,0
14HISYV1144W2ZK,0,none,28.24,46.37,0,38,33,108222474.31,81412914.33,6.59,0.0145,0,,0
03JQZCS7813F1Z0,0,none,39.19,35.49,0,39,39,99701828.5,93698214.13,1.28,0.0167,0,1.0,0
15YVPTL2001S3ZW,0,none,28.56,45.59,0,41,30,106073886.85,74062633.28,8.64,0.0181,0,,0
11RLILX5188B6Z0,1,shell_company,29.25,54.66,0,46,40,124714447.43,111645382.5,2.34,0.0194,0,,0
24RAUHQ5516A8ZX,1,missing_returns,26.73,43.95,0,43,38,107719354.32,93704449.24,2.99,0.012,0,,0
10EOGXD6507C1ZZ,0,none,39.54,38.15,0,42,51,101561283.44,145790348.36,0.0,0.018,0,1.0,0
04ONPGF6877G5ZV,0,none,39.980000000000004,39.92,0,42,42,105447699.11,108286621.14,0.0,0.0143,0,1.0,0
10BFNTW5572T2ZM,0,none,38.78,35.14,0,36,38,88601675.92,89757048.6,0.0,0.0133,0,1.0,0
24ECXBK1830L4Z9,1,circular_trading,23.29,32.64,0,37,38,94165086.84,91710346.58,0.54,0.0137,0,,0
17MRFTB8568S9ZV,1,missing_returns,37.3,29.18,0,36,41,84916145.38,122299305.06,0.0,0.0123,0,1.0,0
11YIJKH3884B1Z0,0,none,41.739999999999995,44.75,0,44,39,112905373.38,101560963.98,2.23,0.0141,0,1.0,1
17MHDXB2686T3ZS,1,fake_itc,23.74,34.96,0,40,33,90955516.6,97523139.21,0.0,0.0149,0,,0
15MPWNY7718G8Z1,0,none,39.53,37.38,0,34,33,95097801.74,91711115.86,0.74,0.0191,0,1.0,0
24MOAIP8405X3Z5,1,missing_returns,85.61,80.55,100,45,55,163980362.81,149823250.56,1.89,0.0154,1,1.0,1
06XJNBO2102W9Z6,0,none,29.54,56.93,0,49,45,128579218.6,121263473.68,1.21,0.0156,0,,0
13LAMQI6594Y5ZF,0,none,21.25,25.0,0,39,40,79139704.02,111177139.4,0.0,0.0162,0,,0
21GSFKZ9009G5ZA,0,none,42.57,50.26,0,43,50,113496230.88,127293888.62,0.0,0.0179,0,1.0,1
06XQUFR0075Z4ZR,0,none,27.7,50.16,0,44,40,122446959.33,118591207.43,0.65,0.0135,0,,0
22AMRKV8887T7ZI,0,none,39.1,32.22,0,42,34,95979493.68,79444406.13,4.16,0.0116,0,1.0,0
33OASEC1128W3ZI,0,none,34.7,18.79,0,28,41,70482736.04,100421717.2,0.0,0.0136,0,1.0,0
14CZCOF9831P9ZG,1,sudden_spike,60.04,40.15,100,38,43,109645466.38,147396387.38,0.0,0.0184,1,,1
01ELQFI0172U6Z4,0,none,44.28,43.53,0,39,32,105448287.23,62779236.66,13.59,0.0169,0,1.0,1
02IPMOF8149C2ZA,0,none,38.71,34.12,0,40,42,93028991.29,89833243.51,0.71,0.0148,0,1.0,0
13JVARW0543F4ZK,1,fake_itc,29.95,55.24,0,43,41,123868194.41,100787169.67,4.58,0.0178,0,,0
06DHXAE9953C4ZZ,1,fake_itc,45.769999999999996,57.1,0,45,42,125441540.11,96522449.34,5.99,0.0168,0,1.0,1
08DBAIT5841S4ZK,0,none,42.239999999999995,42.36,0,46,33,107067418.33,80569913.5,6.58,0.0146,0,1.0,1
08CDDWD5435U6Z5,0,none,39.769999999999996,38.79,0,45,42,102320250.69,100871690.24,0.29,0.0163,0,1.0,0
36NLATE5415F5Z7,0,none,27.31,43.58,0,41,37,108932114.17,84877434.1,5.67,0.0163,0,,0
01DJCMH8069U9ZH,0,none,44.35,43.29,0,44,31,110784417.28,64971023.67,14.1,0.0181,0,1.0,1
01RPKAE0595D8ZD,1,shell_company,43.2,47.54,0,42,36,118259396.01,93612358.7,5.27,0.0147,0,1.0,1
10WHAON8140Z4ZB,0,none,26.02,43.74,0,40,45,111809595.37,110012393.35,0.33,0.0182,0,,0
10OPKSH1852R5ZO,0,none,43.61,52.28,0,48,48,118627866.94,107051846.12,2.16,0.0171,0,1.0,1
29ZXZWM8138Q2ZV,0,none,29.21,52.45,0,47,34,113713009.98,93236391.24,4.39,0.0139,0,,0
29QPYUJ2820L5ZE,0,none,26.8,47.19,0,42,50,102800925.37,123791453.87,0.0,0.0129,0,,0
21VWGOO6089F2ZJ,1,fake_itc,42.46,42.39,0,38,34,107950113.39,78697530.55,7.43,0.0176,0,1.0,1
22FQQDN5776V7ZB,0,none,45.620000000000005,54.32,0,47,41,128890912.16,91594827.82,8.14,0.0175,0,1.0,1
27CTNCA8796P8ZV,0,none,37.230000000000004,27.41,0,31,36,83132112.62,77365816.36,1.49,0.0131,0,1.0,0
21MFKHD5786F3Z6,0,none,25.05,40.2,0,39,44,92232048.53,128987360.86,0.0,0.015,0,,0
20CZHVT5095T2ZF,0,none,26.56,43.77,0,39,37,101274326.47,90055388.13,2.49,0.0189,0,,0
16HIDLI1882D1ZL,0,none,30.97,55.71,0,42,31,120470692.11,85578308.95,8.15,0.0164,0,,0
13HCKPM6252X2ZO,0,none,41.05,44.19,0,44,42,103691789.26,105925046.9,0.0,0.012,0,1.0,1
14SLLNM5260C9ZW,0,none,40.66,41.07,0,41,40,109034327.2,101139898.81,1.56,0.0142,0,1.0,1
09HMAFO6442J1Z4,0,none,37.760000000000005,31.04,0,30,38,77806413.36,84275995.88,0.0,0.0198,0,1.0,0
36MKFST4970O3ZY,1,fake_itc,41.82,44.91,0,42,38,108174079.52,96664399.61,2.38,0.0184,0,1.0,1
12UUESC5123M4ZQ,0,none,40.19,40.75,0,44,43,102447016.2,126423627.58,0.0,0.017,0,1.0,1
10PPYFG3774J5ZT,0,none,38.78,35.13,0,43,43,105498499.29,107306920.9,0.0,0.0199,0,1.0,0
12ZIWXP0564F9ZY,0,none,44.07,48.2,0,45,35,119317882.78,85022359.97,8.07,0.0152,0,1.0,1
18ZUFIR9801Q1Z0,0,none,25.0,40.02,0,37,41,103223845.29,111742275.8,0.0,0.0157,0,,0
16DFGKH1193P7ZZ,0,none,49.3,62.1,0,58,36,146714359.48,83632923.51,15.09,0.0176,0,1.0,1
08TSMWV3136M7ZP,1,sudden_spike,77.25999999999999,49.03,100,39,44,103815519.26,165191254.99,0.0,0.0147,1,1.0,1
01VYZMU4792I6ZB,1,fake_itc,38.96,35.84,0,36,41,91549449.49,101512539.34,0.0,0.0144,0,1.0,0
24YYYCR4981E8Z9,0,none,40.019999999999996,40.08,0,36,41,99909576.11,124159865.61,0.0,0.0126,0,1.0,1
18ASLMP9557B3Z3,0,none,24.17,35.49,0,38,40,97473794.24,91923299.63,1.21,0.0167,0,,0
07VWGCI9184K2ZT,0,none,27.16,47.55,0,41,43,113074563.1,107189818.24,1.1,0.0132,0,,0
27PKYFK3647J8Z0,0,none,20.76,23.02,0,36,30,74749817.86,80156490.62,0.0,0.0163,0,,0
19YTTNH0183E2ZK,0,none,41.56,42.37,0,35,39,103305999.83,86509389.2,3.88,0.0163,0,1.0,1
14MJUPK9225O4ZN,0,none,41.42,43.73,0,39,40,114126182.58,103931780.52,1.96,0.014,0,1.0,1
10LAFBL1324C5ZT,1,circular_trading,36.98,73.28,0,54,31,148210996.77,85607205.19,14.63,0.0146,0,,0
32VNALD6811L2ZJ,1,fake_itc,75.64,42.57,100,38,35,115843747.65,135888900.99,0.0,0.0183,1,1.0,1
11ITMSA4648D3Z7,1,circular_trading,40.980000000000004,43.94,0,39,41,101843121.81,103150989.21,0.0,0.0146,0,1.0,1
37ZDFKA0211Y3Z2,0,none,23.05,32.19,0,39,38,83179474.34,86417399.55,0.0,0.0161,0,,0
02NKUYU0915Z2ZQ,0,none,21.78,27.13,0,35,35,84823762.94,85797079.67,0.0,0.0186,0,,0
12MEETU1345L4Z7,1,circular_trading,37.35,29.39,0,32,38,84611557.19,97788574.1,0.0,0.0162,0,1.0,0
04PCXOG5515T9ZX,0,none,40.260000000000005,41.03,0,35,46,100472430.46,124371932.19,0.0,0.0142,0,1.0,1
36SSMPV3587Q6Z0,0,none,49.14,64.16,0,51,35,134446763.12,82965224.71,12.41,0.014,0,1.0,1
36FRQNO8799Q1ZH,0,none,42.66,48.23,0,47,36,119288303.75,106554944.22,2.39,0.0157,0,1.0,1
10UDTJH7180R4ZU,0,none,37.010000000000005,28.03,0,35,42,87421993.82,111371641.45,0.0,0.013,0,1.0,0
23NJJEZ2991M1Z1,1,shell_company,41.95,47.78,0,39,47,115757600.29,125761481.13,0.0,0.0171,0,1.0,1
37QWMRE4067W1ZU,0,none,26.04,44.15,0,45,45,108067410.07,125313751.22,0.0,0.0167,0,,0
20GEDFM9332B2Z4,1,circular_trading,41.15,41.98,0,38,39,100186308.36,88590714.97,2.62,0.0171,0,1.0,1
33TWECG0260T4Z9,0,none,41.56,46.25,0,37,43,106263382.16,119710167.05,0.0,0.0191,0,1.0,1
37VPIKI4173Z7ZI,1,circular_trading,44.06,49.1,0,44,34,117756317.46,86839023.91,7.12,0.0167,0,1.0,1
24LXJFA8264G9ZF,0,none,37.8,31.2,0,39,36,86410728.73,87282845.24,0.0,0.0169,0,1.0,0
06VQBUT7469Y4ZE,0,none,39.739999999999995,38.95,0,41,36,97884600.93,101385239.34,0.0,0.013,0,1.0,0
08KEPFC5366S8ZW,0,none,43.65,49.38,0,44,41,116440942.29,92424583.18,5.2,0.0196,0,1.0,1
08UROLJ9737H3ZI,0,none,42.36,48.2,0,39,42,105514304.5,99262868.15,1.26,0.0173,0,1.0,1
01PWCIK2200V4ZO,0,none,22.98,31.92,0,35,38,85619063.72,95244972.36,0.0,0.0118,0,,0
23DRJVA1556R4ZY,0,none,25.49,41.97,0,41,51,104822954.37,121921301.72,0.0,0.0122,0,,0
33WBBMX7568J7Z9,0,none,43.260000000000005,50.0,0,43,41,112994778.66,98024434.53,3.05,0.0158,0,1.0,1
13BCXVM9428N9Z8,0,none,23.6,34.38,0,38,39,92588022.28,100056335.26,0.0,0.0151,0,,0
37ZFKOR7927U3ZG,1,fake_itc,24.26,37.04,0,41,42,96903695.87,117049702.4,0.0,0.0147,0,,0
07CXPDW7757X6ZP,0,none,36.25,25.0,0,29,35,79921529.47,95403117.44,0.0,0.0179,0,1.0,0
14KALXV1493F9ZA,1,missing_returns,41.39,38.6,0,41,27,101868762.93,75517201.77,6.98,0.0184,0,1.0,1
07KAAGL6071A2ZV,1,fake_itc,49.63,72.39,0,47,42,147835356.31,113139570.05,6.13,0.0209,0,1.0,1
16EHKLK4883H6ZQ,0,none,43.82,53.13,0,42,40,133723628.57,120827528.62,2.13,0.0126,0,1.0,1
19MEUZD3565K8ZT,0,none,25.55,42.11,0,43,41,111484114.84,110915595.35,0.1,0.0172,0,,0
22VJXCK7155S5Z8,0,none,30.79,57.66,0,48,41,130684365.94,102551663.97,5.49,0.014,0,,0
23WMLFS1585V9ZK,0,none,38.42,32.23,0,35,35,89962103.99,83850480.71,1.46,0.0141,0,1.0,0
23AZJBQ7565A5ZK,1,shell_company,43.260000000000005,51.24,0,45,47,125629758.83,115350207.33,1.78,0.0174,0,1.0,1
18EIGMA5467U1Z1,0,none,25.83,43.32,0,43,47,107611322.91,132166931.35,0.0,0.02,0,,0
04LNRVS6641N7Z6,0,none,21.8,25.35,0,33,33,80316758.86,73521972.11,1.85,0.0177,0,,0
08WWXNV2930S6ZT,1,fake_itc,78.05,52.21,100,41,48,121362746.85,127158890.35,0.0,0.0171,1,1.0,1
32CUHYQ3631D5ZV,0,none,24.06,36.22,0,39,38,94360375.06,99896095.12,0.0,0.0154,0,,0
18WFXFC6134B5ZG,0,none,21.34,25.37,0,29,43,75230429.7,111626365.07,0.0,0.0153,0,,0
37MLMJR3499B7ZS,1,shell_company,37.67,30.66,0,38,41,82008883.98,94469233.52,0.0,0.0176,0,1.0,0
23HHCUN1496Z3Z8,0,none,43.0,45.93,0,43,38,116528144.03,89460448.95,6.05,0.0153,0,1.0,1
29TVPEH7736P5Z9,0,none,43.260000000000005,47.47,0,45,40,117830769.21,92205442.95,5.56,0.0141,0,1.0,1
07XJPFG7195C9Z5,0,none,35.370000000000005,21.5,0,34,46,66703017.28,118535543.11,0.0,0.0133,0,1.0,0
27IOURD6837N9ZC,0,none,42.35,43.26,0,42,36,111076379.35,84992449.3,6.14,0.0147,0,1.0,1
12VBCTK4691V7ZA,0,none,43.06,52.26,0,41,52,115990986.56,144312302.83,0.0,0.0192,0,1.0,1
